market,month,year,quantity,priceMin,priceMax,priceMod,city,state,date,lon,lat
DEVALA(MS),August,2006,29725,129,415,336,DEVALA,MS,2006-08-01,76.3820088,11.4725502
DEVALA(MS),August,2007,82600,638,1296,1150,DEVALA,MS,2007-08-01,76.3820088,11.4725502
DEVALA(MS),August,2008,66354,217,840,761,DEVALA,MS,2008-08-01,76.3820088,11.4725502
DEVALA(MS),August,2009,61544,150,728,674,DEVALA,MS,2009-08-01,76.3820088,11.4725502
DEVALA(MS),August,2010,49759,170,928,832,DEVALA,MS,2010-08-01,76.3820088,11.4725502
DEVALA(MS),August,2011,45611,446,1179,1082,DEVALA,MS,2011-08-01,76.3820088,11.4725502
DEVALA(MS),August,2012,121771,146,714,592,DEVALA,MS,2012-08-01,76.3820088,11.4725502
DEVALA(MS),August,2013,91001,1385,3933,3739,DEVALA,MS,2013-08-01,76.3820088,11.4725502
DEVALA(MS),August,2014,54587,691,1728,1462,DEVALA,MS,2014-08-01,76.3820088,11.4725502
DEVALA(MS),August,2015,36669,2244,4625,4248,DEVALA,MS,2015-08-01,76.3820088,11.4725502
DEVALA(MS),September,2006,30670,57,474,266,DEVALA,MS,2006-09-01,76.3820088,11.4725502
DEVALA(MS),September,2007,68200,582,1572,1468,DEVALA,MS,2007-09-01,76.3820088,11.4725502
DEVALA(MS),September,2008,56658,123,721,627,DEVALA,MS,2008-09-01,76.3820088,11.4725502
DEVALA(MS),September,2009,44697,82,782,706,DEVALA,MS,2009-09-01,76.3820088,11.4725502
DEVALA(MS),September,2010,57975,510,1480,1324,DEVALA,MS,2010-09-01,76.3820088,11.4725502
DEVALA(MS),September,2011,49855,413,1148,1028,DEVALA,MS,2011-09-01,76.3820088,11.4725502
DEVALA(MS),September,2012,102861,117,647,479,DEVALA,MS,2012-09-01,76.3820088,11.4725502
DEVALA(MS),September,2013,60403,1552,4911,4660,DEVALA,MS,2013-09-01,76.3820088,11.4725502
DEVALA(MS),September,2014,75255,597,1585,1325,DEVALA,MS,2014-09-01,76.3820088,11.4725502
DEVALA(MS),September,2015,24213,2076,4562,4203,DEVALA,MS,2015-09-01,76.3820088,11.4725502
DEVALA(MS),October,2007,36092,482,1473,1342,DEVALA,MS,2007-10-01,76.3820088,11.4725502
DEVALA(MS),October,2008,56173,83,761,613,DEVALA,MS,2008-10-01,76.3820088,11.4725502
DEVALA(MS),October,2009,76361,116,1500,1329,DEVALA,MS,2009-10-01,76.3820088,11.4725502
DEVALA(MS),October,2010,69706,623,1571,1402,DEVALA,MS,2010-10-01,76.3820088,11.4725502
DEVALA(MS),October,2011,53097,225,1002,877,DEVALA,MS,2011-10-01,76.3820088,11.4725502
DEVALA(MS),October,2012,65873,157,963,815,DEVALA,MS,2012-10-01,76.3820088,11.4725502
DEVALA(MS),October,2013,64671,1448,4841,4153,DEVALA,MS,2013-10-01,76.3820088,11.4725502
DEVALA(MS),October,2014,44371,617,1750,1477,DEVALA,MS,2014-10-01,76.3820088,11.4725502
DEVALA(MS),October,2015,42925,1289,3510,3082,DEVALA,MS,2015-10-01,76.3820088,11.4725502
DEVALA(MS),November,2006,36860,78,756,491,DEVALA,MS,2006-11-01,76.3820088,11.4725502
DEVALA(MS),November,2007,80315,336,905,709,DEVALA,MS,2007-11-01,76.3820088,11.4725502
DEVALA(MS),November,2008,300,150,1325,800,DEVALA,MS,2008-11-01,76.3820088,11.4725502
DEVALA(MS),November,2009,74805,324,1935,1511,DEVALA,MS,2009-11-01,76.3820088,11.4725502
DEVALA(MS),November,2010,85850,513,2819,1623,DEVALA,MS,2010-11-01,76.3820088,11.4725502
DEVALA(MS),November,2011,63468,283,1115,985,DEVALA,MS,2011-11-01,76.3820088,11.4725502
DEVALA(MS),November,2012,75520,154,1308,1066,DEVALA,MS,2012-11-01,76.3820088,11.4725502
DEVALA(MS),November,2013,80527,1006,3407,2878,DEVALA,MS,2013-11-01,76.3820088,11.4725502
DEVALA(MS),November,2014,48681,765,1717,1516,DEVALA,MS,2014-11-01,76.3820088,11.4725502
DEVALA(MS),November,2015,78075,954,2310,1868,DEVALA,MS,2015-11-01,76.3820088,11.4725502
DEVALA(MS),December,2006,105040,158,846,630,DEVALA,MS,2006-12-01,76.3820088,11.4725502
DEVALA(MS),December,2007,119969,217,570,446,DEVALA,MS,2007-12-01,76.3820088,11.4725502
DEVALA(MS),December,2008,110697,308,1262,1019,DEVALA,MS,2008-12-01,76.3820088,11.4725502
DEVALA(MS),December,2009,73976,285,1941,1424,DEVALA,MS,2009-12-01,76.3820088,11.4725502
DEVALA(MS),December,2010,86430,494,3667,2562,DEVALA,MS,2010-12-01,76.3820088,11.4725502
DEVALA(MS),December,2011,88200,159,728,606,DEVALA,MS,2011-12-01,76.3820088,11.4725502
DEVALA(MS),December,2012,117097,378,1421,1252,DEVALA,MS,2012-12-01,76.3820088,11.4725502
DEVALA(MS),December,2013,90202,758,1683,1419,DEVALA,MS,2013-12-01,76.3820088,11.4725502
DEVALA(MS),December,2014,89019,805,1764,1506,DEVALA,MS,2014-12-01,76.3820088,11.4725502
DEVALA(MS),December,2015,125874,822,1529,1160,DEVALA,MS,2015-12-01,76.3820088,11.4725502
DEWAS(MP),January,2002,1385,202,426,315,DEWAS,MP,2002-01-01,76.0507949,22.9622672
DEWAS(MP),February,2002,902,125,330,221,DEWAS,MP,2002-02-01,76.0507949,22.9622672
DEWAS(MP),March,2002,1124,81,249,179,DEWAS,MP,2002-03-01,76.0507949,22.9622672
DEWAS(MP),April,2002,1275,73,176,129,DEWAS,MP,2002-04-01,76.0507949,22.9622672
DEWAS(MP),May,2002,1479,55,150,100,DEWAS,MP,2002-05-01,76.0507949,22.9622672
DEWAS(MP),May,2006,2400,30,226,175,DEWAS,MP,2006-05-01,76.0507949,22.9622672
DEWAS(MP),June,2002,1113,79,190,131,DEWAS,MP,2002-06-01,76.0507949,22.9622672
DEWAS(MP),June,2003,430,163,308,188,DEWAS,MP,2003-06-01,76.0507949,22.9622672
DEWAS(MP),June,2012,500,300,600,450,DEWAS,MP,2012-06-01,76.0507949,22.9622672
DEWAS(MP),July,2002,1084,123,271,177,DEWAS,MP,2002-07-01,76.0507949,22.9622672
DEWAS(MP),July,2015,1884,500,2825,2300,DEWAS,MP,2015-07-01,76.0507949,22.9622672
DEWAS(MP),August,2002,605,141,453,272,DEWAS,MP,2002-08-01,76.0507949,22.9622672
DEWAS(MP),August,2003,99,278,575,358,DEWAS,MP,2003-08-01,76.0507949,22.9622672
DEWAS(MP),September,2002,533,262,592,423,DEWAS,MP,2002-09-01,76.0507949,22.9622672
DEWAS(MP),September,2003,21,350,700,480,DEWAS,MP,2003-09-01,76.0507949,22.9622672
DEWAS(MP),September,2008,2635,75,734,610,DEWAS,MP,2008-09-01,76.0507949,22.9622672
DEWAS(MP),October,2002,271,280,584,384,DEWAS,MP,2002-10-01,76.0507949,22.9622672
DEWAS(MP),October,2008,6491,50,766,690,DEWAS,MP,2008-10-01,76.0507949,22.9622672
DEWAS(MP),November,2003,24,200,600,360,DEWAS,MP,2003-11-01,76.0507949,22.9622672
DEWAS(MP),November,2006,2000,100,700,450,DEWAS,MP,2006-11-01,76.0507949,22.9622672
DEWAS(MP),December,2003,70,200,647,360,DEWAS,MP,2003-12-01,76.0507949,22.9622672
DHAVANGERE(KNT),January,2002,19744,71,434,258,DHAVANGERE,KNT,2002-01-01,75.9238397,14.4663438
DHAVANGERE(KNT),January,2003,6674,100,403,274,DHAVANGERE,KNT,2003-01-01,75.9238397,14.4663438
DHAVANGERE(KNT),January,2004,4863,217,928,585,DHAVANGERE,KNT,2004-01-01,75.9238397,14.4663438
DHAVANGERE(KNT),January,2005,8519,100,601,359,DHAVANGERE,KNT,2005-01-01,75.9238397,14.4663438
DHAVANGERE(KNT),January,2006,11470,148,561,405,DHAVANGERE,KNT,2006-01-01,75.9238397,14.4663438
DHAVANGERE(KNT),January,2007,8060,231,1181,589,DHAVANGERE,KNT,2007-01-01,75.9238397,14.4663438
DHAVANGERE(KNT),January,2008,4748,382,650,530,DHAVANGERE,KNT,2008-01-01,75.9238397,14.4663438
DHAVANGERE(KNT),January,2009,18350,750,1478,1115,DHAVANGERE,KNT,2009-01-01,75.9238397,14.4663438
DHAVANGERE(KNT),January,2010,22800,639,1561,1111,DHAVANGERE,KNT,2010-01-01,75.9238397,14.4663438
DHAVANGERE(KNT),January,2011,13650,1205,3445,2359,DHAVANGERE,KNT,2011-01-01,75.9238397,14.4663438
DHAVANGERE(KNT),January,2012,13569,263,658,516,DHAVANGERE,KNT,2012-01-01,75.9238397,14.4663438
DHAVANGERE(KNT),January,2013,27100,478,1603,1095,DHAVANGERE,KNT,2013-01-01,75.9238397,14.4663438
DHAVANGERE(KNT),January,2014,21100,400,1181,802,DHAVANGERE,KNT,2014-01-01,75.9238397,14.4663438
DHAVANGERE(KNT),January,2015,17796,453,1753,1091,DHAVANGERE,KNT,2015-01-01,75.9238397,14.4663438
DHAVANGERE(KNT),January,2016,13170,435,1545,990,DHAVANGERE,KNT,2016-01-01,75.9238397,14.4663438
DHAVANGERE(KNT),February,2004,5535,285,796,573,DHAVANGERE,KNT,2004-02-01,75.9238397,14.4663438
DHAVANGERE(KNT),February,2005,5544,131,578,356,DHAVANGERE,KNT,2005-02-01,75.9238397,14.4663438
DHAVANGERE(KNT),February,2006,12260,139,417,326,DHAVANGERE,KNT,2006-02-01,75.9238397,14.4663438
DHAVANGERE(KNT),February,2007,6627,304,1107,688,DHAVANGERE,KNT,2007-02-01,75.9238397,14.4663438
DHAVANGERE(KNT),February,2008,7250,183,530,414,DHAVANGERE,KNT,2008-02-01,75.9238397,14.4663438
DHAVANGERE(KNT),February,2009,20450,925,1213,1070,DHAVANGERE,KNT,2009-02-01,75.9238397,14.4663438
DHAVANGERE(KNT),February,2010,28300,553,1242,910,DHAVANGERE,KNT,2010-02-01,75.9238397,14.4663438
DHAVANGERE(KNT),February,2011,14560,825,1335,1083,DHAVANGERE,KNT,2011-02-01,75.9238397,14.4663438
DHAVANGERE(KNT),February,2012,13850,200,584,442,DHAVANGERE,KNT,2012-02-01,75.9238397,14.4663438
DHAVANGERE(KNT),February,2013,16350,640,1693,1167,DHAVANGERE,KNT,2013-02-01,75.9238397,14.4663438
DHAVANGERE(KNT),February,2014,28924,332,868,604,DHAVANGERE,KNT,2014-02-01,75.9238397,14.4663438
DHAVANGERE(KNT),February,2015,14093,686,1793,1239,DHAVANGERE,KNT,2015-02-01,75.9238397,14.4663438
DHAVANGERE(KNT),February,2016,14910,328,1100,728,DHAVANGERE,KNT,2016-02-01,75.9238397,14.4663438
DHAVANGERE(KNT),March,2004,8349,202,600,411,DHAVANGERE,KNT,2004-03-01,75.9238397,14.4663438
DHAVANGERE(KNT),March,2005,5295,88,501,316,DHAVANGERE,KNT,2005-03-01,75.9238397,14.4663438
DHAVANGERE(KNT),March,2006,14175,100,372,303,DHAVANGERE,KNT,2006-03-01,75.9238397,14.4663438
DHAVANGERE(KNT),March,2007,6768,363,872,660,DHAVANGERE,KNT,2007-03-01,75.9238397,14.4663438
DHAVANGERE(KNT),March,2008,6010,167,452,399,DHAVANGERE,KNT,2008-03-01,75.9238397,14.4663438
DHAVANGERE(KNT),March,2009,23100,681,877,781,DHAVANGERE,KNT,2009-03-01,75.9238397,14.4663438
DHAVANGERE(KNT),March,2010,33805,467,774,624,DHAVANGERE,KNT,2010-03-01,75.9238397,14.4663438
DHAVANGERE(KNT),March,2011,14770,452,728,657,DHAVANGERE,KNT,2011-03-01,75.9238397,14.4663438
DHAVANGERE(KNT),March,2012,22400,275,625,518,DHAVANGERE,KNT,2012-03-01,75.9238397,14.4663438
DHAVANGERE(KNT),March,2013,16050,574,1318,943,DHAVANGERE,KNT,2013-03-01,75.9238397,14.4663438
DHAVANGERE(KNT),March,2014,27550,312,897,604,DHAVANGERE,KNT,2014-03-01,75.9238397,14.4663438
DHAVANGERE(KNT),March,2015,17258,580,1588,1084,DHAVANGERE,KNT,2015-03-01,75.9238397,14.4663438
DHAVANGERE(KNT),March,2016,7240,215,823,519,DHAVANGERE,KNT,2016-03-01,75.9238397,14.4663438
DHAVANGERE(KNT),April,2004,5009,154,514,367,DHAVANGERE,KNT,2004-04-01,75.9238397,14.4663438
DHAVANGERE(KNT),April,2005,11516,111,376,294,DHAVANGERE,KNT,2005-04-01,75.9238397,14.4663438
DHAVANGERE(KNT),April,2006,21680,100,354,286,DHAVANGERE,KNT,2006-04-01,75.9238397,14.4663438
DHAVANGERE(KNT),April,2007,6410,247,598,402,DHAVANGERE,KNT,2007-04-01,75.9238397,14.4663438
DHAVANGERE(KNT),April,2008,7500,178,486,389,DHAVANGERE,KNT,2008-04-01,75.9238397,14.4663438
DHAVANGERE(KNT),April,2009,19600,529,679,601,DHAVANGERE,KNT,2009-04-01,75.9238397,14.4663438
DHAVANGERE(KNT),April,2010,38073,324,618,482,DHAVANGERE,KNT,2010-04-01,75.9238397,14.4663438
DHAVANGERE(KNT),April,2011,9780,406,665,610,DHAVANGERE,KNT,2011-04-01,75.9238397,14.4663438
DHAVANGERE(KNT),April,2012,15500,300,671,540,DHAVANGERE,KNT,2012-04-01,75.9238397,14.4663438
DHAVANGERE(KNT),April,2013,18160,638,1248,941,DHAVANGERE,KNT,2013-04-01,75.9238397,14.4663438
DHAVANGERE(KNT),April,2014,30300,289,1067,678,DHAVANGERE,KNT,2014-04-01,75.9238397,14.4663438
DHAVANGERE(KNT),April,2015,13490,581,1444,1012,DHAVANGERE,KNT,2015-04-01,75.9238397,14.4663438
DHAVANGERE(KNT),May,2003,19299,128,445,304,DHAVANGERE,KNT,2003-05-01,75.9238397,14.4663438
DHAVANGERE(KNT),May,2004,8648,175,498,363,DHAVANGERE,KNT,2004-05-01,75.9238397,14.4663438
DHAVANGERE(KNT),May,2005,13403,139,388,289,DHAVANGERE,KNT,2005-05-01,75.9238397,14.4663438
DHAVANGERE(KNT),May,2006,25327,102,346,270,DHAVANGERE,KNT,2006-05-01,75.9238397,14.4663438
DHAVANGERE(KNT),May,2007,6430,241,556,420,DHAVANGERE,KNT,2007-05-01,75.9238397,14.4663438
DHAVANGERE(KNT),May,2008,9400,163,421,329,DHAVANGERE,KNT,2008-05-01,75.9238397,14.4663438
DHAVANGERE(KNT),May,2009,28200,543,683,611,DHAVANGERE,KNT,2009-05-01,75.9238397,14.4663438
DHAVANGERE(KNT),May,2010,38300,322,744,527,DHAVANGERE,KNT,2010-05-01,75.9238397,14.4663438
DHAVANGERE(KNT),May,2011,13650,383,658,600,DHAVANGERE,KNT,2011-05-01,75.9238397,14.4663438
DHAVANGERE(KNT),May,2012,15650,300,629,505,DHAVANGERE,KNT,2012-05-01,75.9238397,14.4663438
DHAVANGERE(KNT),May,2013,13650,617,1288,967,DHAVANGERE,KNT,2013-05-01,75.9238397,14.4663438
DHAVANGERE(KNT),May,2014,21750,345,1316,830,DHAVANGERE,KNT,2014-05-01,75.9238397,14.4663438
DHAVANGERE(KNT),May,2015,21034,608,1612,1110,DHAVANGERE,KNT,2015-05-01,75.9238397,14.4663438
DHAVANGERE(KNT),June,2002,4077,100,365,230,DHAVANGERE,KNT,2002-06-01,75.9238397,14.4663438
DHAVANGERE(KNT),June,2003,7721,162,528,366,DHAVANGERE,KNT,2003-06-01,75.9238397,14.4663438
DHAVANGERE(KNT),June,2004,11505,135,544,371,DHAVANGERE,KNT,2004-06-01,75.9238397,14.4663438
DHAVANGERE(KNT),June,2005,17420,130,472,326,DHAVANGERE,KNT,2005-06-01,75.9238397,14.4663438
DHAVANGERE(KNT),June,2006,26414,100,385,347,DHAVANGERE,KNT,2006-06-01,75.9238397,14.4663438
DHAVANGERE(KNT),June,2007,12480,279,852,642,DHAVANGERE,KNT,2007-06-01,75.9238397,14.4663438
DHAVANGERE(KNT),June,2008,10350,195,523,414,DHAVANGERE,KNT,2008-06-01,75.9238397,14.4663438
DHAVANGERE(KNT),June,2009,29100,766,860,813,DHAVANGERE,KNT,2009-06-01,75.9238397,14.4663438
DHAVANGERE(KNT),June,2010,35623,419,919,657,DHAVANGERE,KNT,2010-06-01,75.9238397,14.4663438
DHAVANGERE(KNT),June,2011,13430,368,860,768,DHAVANGERE,KNT,2011-06-01,75.9238397,14.4663438
DHAVANGERE(KNT),June,2012,13690,348,694,521,DHAVANGERE,KNT,2012-06-01,75.9238397,14.4663438
DHAVANGERE(KNT),June,2013,12500,825,1727,1276,DHAVANGERE,KNT,2013-06-01,75.9238397,14.4663438
DHAVANGERE(KNT),June,2014,23500,879,2053,1466,DHAVANGERE,KNT,2014-06-01,75.9238397,14.4663438
DHAVANGERE(KNT),June,2015,19775,757,2221,1465,DHAVANGERE,KNT,2015-06-01,75.9238397,14.4663438
DHAVANGERE(KNT),July,2002,15914,159,436,299,DHAVANGERE,KNT,2002-07-01,75.9238397,14.4663438
DHAVANGERE(KNT),July,2003,21068,216,590,440,DHAVANGERE,KNT,2003-07-01,75.9238397,14.4663438
DHAVANGERE(KNT),July,2004,11629,159,487,333,DHAVANGERE,KNT,2004-07-01,75.9238397,14.4663438
DHAVANGERE(KNT),July,2005,16267,166,570,399,DHAVANGERE,KNT,2005-07-01,75.9238397,14.4663438
DHAVANGERE(KNT),July,2006,32080,100,436,390,DHAVANGERE,KNT,2006-07-01,75.9238397,14.4663438
DHAVANGERE(KNT),July,2007,8290,285,1183,756,DHAVANGERE,KNT,2007-07-01,75.9238397,14.4663438
DHAVANGERE(KNT),July,2008,12350,357,828,626,DHAVANGERE,KNT,2008-07-01,75.9238397,14.4663438
DHAVANGERE(KNT),July,2009,27400,730,833,777,DHAVANGERE,KNT,2009-07-01,75.9238397,14.4663438
DHAVANGERE(KNT),July,2010,30300,406,918,666,DHAVANGERE,KNT,2010-07-01,75.9238397,14.4663438
DHAVANGERE(KNT),July,2011,10200,436,1075,919,DHAVANGERE,KNT,2011-07-01,75.9238397,14.4663438
DHAVANGERE(KNT),July,2012,15950,406,845,625,DHAVANGERE,KNT,2012-07-01,75.9238397,14.4663438
DHAVANGERE(KNT),July,2013,11700,1665,2415,2052,DHAVANGERE,KNT,2013-07-01,75.9238397,14.4663438
DHAVANGERE(KNT),July,2014,20500,1432,2530,1981,DHAVANGERE,KNT,2014-07-01,75.9238397,14.4663438
DHAVANGERE(KNT),July,2015,16539,1005,2549,1777,DHAVANGERE,KNT,2015-07-01,75.9238397,14.4663438
DHAVANGERE(KNT),August,2002,16815,221,542,378,DHAVANGERE,KNT,2002-08-01,75.9238397,14.4663438
DHAVANGERE(KNT),August,2003,12275,231,608,436,DHAVANGERE,KNT,2003-08-01,75.9238397,14.4663438
DHAVANGERE(KNT),August,2004,3985,158,523,375,DHAVANGERE,KNT,2004-08-01,75.9238397,14.4663438
DHAVANGERE(KNT),August,2005,10224,224,738,497,DHAVANGERE,KNT,2005-08-01,75.9238397,14.4663438
DHAVANGERE(KNT),August,2006,28440,102,473,419,DHAVANGERE,KNT,2006-08-01,75.9238397,14.4663438
DHAVANGERE(KNT),August,2007,12245,633,1110,863,DHAVANGERE,KNT,2007-08-01,75.9238397,14.4663438
DHAVANGERE(KNT),August,2008,11680,595,943,757,DHAVANGERE,KNT,2008-08-01,75.9238397,14.4663438
DHAVANGERE(KNT),August,2009,3000,650,733,692,DHAVANGERE,KNT,2009-08-01,75.9238397,14.4663438
DHAVANGERE(KNT),August,2010,32000,552,1102,824,DHAVANGERE,KNT,2010-08-01,75.9238397,14.4663438
DHAVANGERE(KNT),August,2011,10725,780,1239,1019,DHAVANGERE,KNT,2011-08-01,75.9238397,14.4663438
DHAVANGERE(KNT),August,2012,16600,374,892,631,DHAVANGERE,KNT,2012-08-01,75.9238397,14.4663438
DHAVANGERE(KNT),August,2013,15850,2048,3643,2852,DHAVANGERE,KNT,2013-08-01,75.9238397,14.4663438
DHAVANGERE(KNT),August,2014,14450,1119,2269,1663,DHAVANGERE,KNT,2014-08-01,75.9238397,14.4663438
DHAVANGERE(KNT),August,2015,20010,1865,4060,3055,DHAVANGERE,KNT,2015-08-01,75.9238397,14.4663438
DHAVANGERE(KNT),September,2002,22296,183,566,387,DHAVANGERE,KNT,2002-09-01,75.9238397,14.4663438
DHAVANGERE(KNT),September,2003,21276,225,628,428,DHAVANGERE,KNT,2003-09-01,75.9238397,14.4663438
DHAVANGERE(KNT),September,2004,22310,94,438,272,DHAVANGERE,KNT,2004-09-01,75.9238397,14.4663438
DHAVANGERE(KNT),September,2005,18089,164,901,539,DHAVANGERE,KNT,2005-09-01,75.9238397,14.4663438
DHAVANGERE(KNT),September,2006,35225,102,482,414,DHAVANGERE,KNT,2006-09-01,75.9238397,14.4663438
DHAVANGERE(KNT),September,2007,10255,586,1219,869,DHAVANGERE,KNT,2007-09-01,75.9238397,14.4663438
DHAVANGERE(KNT),September,2008,10250,408,750,605,DHAVANGERE,KNT,2008-09-01,75.9238397,14.4663438
DHAVANGERE(KNT),September,2009,18100,346,727,535,DHAVANGERE,KNT,2009-09-01,75.9238397,14.4663438
DHAVANGERE(KNT),September,2010,27820,543,1387,976,DHAVANGERE,KNT,2010-09-01,75.9238397,14.4663438
DHAVANGERE(KNT),September,2011,24710,598,1243,984,DHAVANGERE,KNT,2011-09-01,75.9238397,14.4663438
DHAVANGERE(KNT),September,2012,12730,290,840,562,DHAVANGERE,KNT,2012-09-01,75.9238397,14.4663438
DHAVANGERE(KNT),September,2013,20450,1111,3342,2253,DHAVANGERE,KNT,2013-09-01,75.9238397,14.4663438
DHAVANGERE(KNT),September,2014,17430,355,1545,950,DHAVANGERE,KNT,2014-09-01,75.9238397,14.4663438
DHAVANGERE(KNT),September,2015,31500,1384,3958,2671,DHAVANGERE,KNT,2015-09-01,75.9238397,14.4663438
DHAVANGERE(KNT),October,2002,62367,116,637,379,DHAVANGERE,KNT,2002-10-01,75.9238397,14.4663438
DHAVANGERE(KNT),October,2003,41892,179,859,538,DHAVANGERE,KNT,2003-10-01,75.9238397,14.4663438
DHAVANGERE(KNT),October,2004,23095,66,453,249,DHAVANGERE,KNT,2004-10-01,75.9238397,14.4663438
DHAVANGERE(KNT),October,2005,25665,129,1245,660,DHAVANGERE,KNT,2005-10-01,75.9238397,14.4663438
DHAVANGERE(KNT),October,2006,22120,100,456,402,DHAVANGERE,KNT,2006-10-01,75.9238397,14.4663438
DHAVANGERE(KNT),October,2007,5750,514,1048,748,DHAVANGERE,KNT,2007-10-01,75.9238397,14.4663438
DHAVANGERE(KNT),October,2008,23989,210,701,488,DHAVANGERE,KNT,2008-10-01,75.9238397,14.4663438
DHAVANGERE(KNT),October,2009,32035,468,1288,881,DHAVANGERE,KNT,2009-10-01,75.9238397,14.4663438
DHAVANGERE(KNT),October,2010,26550,637,1529,1074,DHAVANGERE,KNT,2010-10-01,75.9238397,14.4663438
DHAVANGERE(KNT),October,2011,20920,329,1006,818,DHAVANGERE,KNT,2011-10-01,75.9238397,14.4663438
DHAVANGERE(KNT),October,2012,19150,283,1003,640,DHAVANGERE,KNT,2012-10-01,75.9238397,14.4663438
DHAVANGERE(KNT),October,2013,19120,1022,3911,2464,DHAVANGERE,KNT,2013-10-01,75.9238397,14.4663438
DHAVANGERE(KNT),October,2014,18000,282,1512,891,DHAVANGERE,KNT,2014-10-01,75.9238397,14.4663438
DHAVANGERE(KNT),October,2015,36035,395,2821,1613,DHAVANGERE,KNT,2015-10-01,75.9238397,14.4663438
DHAVANGERE(KNT),November,2002,33266,124,609,379,DHAVANGERE,KNT,2002-11-01,75.9238397,14.4663438
DHAVANGERE(KNT),November,2003,23639,109,849,493,DHAVANGERE,KNT,2003-11-01,75.9238397,14.4663438
DHAVANGERE(KNT),November,2004,26470,60,443,240,DHAVANGERE,KNT,2004-11-01,75.9238397,14.4663438
DHAVANGERE(KNT),November,2005,20219,152,1264,711,DHAVANGERE,KNT,2005-11-01,75.9238397,14.4663438
DHAVANGERE(KNT),November,2006,18745,76,461,367,DHAVANGERE,KNT,2006-11-01,75.9238397,14.4663438
DHAVANGERE(KNT),November,2007,5980,504,960,714,DHAVANGERE,KNT,2007-11-01,75.9238397,14.4663438
DHAVANGERE(KNT),November,2008,26200,620,1305,945,DHAVANGERE,KNT,2008-11-01,75.9238397,14.4663438
DHAVANGERE(KNT),November,2009,27936,619,1580,1101,DHAVANGERE,KNT,2009-11-01,75.9238397,14.4663438
DHAVANGERE(KNT),November,2010,19800,622,2111,1361,DHAVANGERE,KNT,2010-11-01,75.9238397,14.4663438
DHAVANGERE(KNT),November,2011,26570,352,1057,807,DHAVANGERE,KNT,2011-11-01,75.9238397,14.4663438
DHAVANGERE(KNT),November,2012,20200,382,1397,874,DHAVANGERE,KNT,2012-11-01,75.9238397,14.4663438
DHAVANGERE(KNT),November,2013,15950,1111,3205,2145,DHAVANGERE,KNT,2013-11-01,75.9238397,14.4663438
DHAVANGERE(KNT),November,2014,32220,308,1492,903,DHAVANGERE,KNT,2014-11-01,75.9238397,14.4663438
DHAVANGERE(KNT),November,2015,10450,493,2533,1547,DHAVANGERE,KNT,2015-11-01,75.9238397,14.4663438
DHAVANGERE(KNT),December,2002,21917,108,442,285,DHAVANGERE,KNT,2002-12-01,75.9238397,14.4663438
DHAVANGERE(KNT),December,2003,5452,166,838,508,DHAVANGERE,KNT,2003-12-01,75.9238397,14.4663438
DHAVANGERE(KNT),December,2004,13818,50,399,222,DHAVANGERE,KNT,2004-12-01,75.9238397,14.4663438
DHAVANGERE(KNT),December,2005,15569,103,748,450,DHAVANGERE,KNT,2005-12-01,75.9238397,14.4663438
DHAVANGERE(KNT),December,2006,12690,117,731,455,DHAVANGERE,KNT,2006-12-01,75.9238397,14.4663438
DHAVANGERE(KNT),December,2007,5530,466,743,609,DHAVANGERE,KNT,2007-12-01,75.9238397,14.4663438
DHAVANGERE(KNT),December,2008,20500,450,1322,897,DHAVANGERE,KNT,2008-12-01,75.9238397,14.4663438
DHAVANGERE(KNT),December,2009,21373,810,1931,1385,DHAVANGERE,KNT,2009-12-01,75.9238397,14.4663438
DHAVANGERE(KNT),December,2010,20050,987,3313,2213,DHAVANGERE,KNT,2010-12-01,75.9238397,14.4663438
DHAVANGERE(KNT),December,2011,16950,307,825,627,DHAVANGERE,KNT,2011-12-01,75.9238397,14.4663438
DHAVANGERE(KNT),December,2012,26050,426,1574,999,DHAVANGERE,KNT,2012-12-01,75.9238397,14.4663438
DHAVANGERE(KNT),December,2013,17880,653,1906,1274,DHAVANGERE,KNT,2013-12-01,75.9238397,14.4663438
DHAVANGERE(KNT),December,2014,20741,421,1889,1182,DHAVANGERE,KNT,2014-12-01,75.9238397,14.4663438
DHAVANGERE(KNT),December,2015,14890,357,1765,1052,DHAVANGERE,KNT,2015-12-01,75.9238397,14.4663438
DHULIA(MS),January,2002,29700,36,339,213,DHULIA,MS,2002-01-01,86.0618818,22.0347727
DHULIA(MS),January,2003,48050,42,194,136,DHULIA,MS,2003-01-01,86.0618818,22.0347727
DHULIA(MS),January,2004,10380,175,804,705,DHULIA,MS,2004-01-01,86.0618818,22.0347727
DHULIA(MS),January,2005,25081,29,309,239,DHULIA,MS,2005-01-01,86.0618818,22.0347727
DHULIA(MS),January,2006,26960,59,348,278,DHULIA,MS,2006-01-01,86.0618818,22.0347727
DHULIA(MS),January,2007,71263,189,1011,848,DHULIA,MS,2007-01-01,86.0618818,22.0347727
DHULIA(MS),January,2008,13756,47,282,185,DHULIA,MS,2008-01-01,86.0618818,22.0347727
DHULIA(MS),January,2010,69593,124,1531,977,DHULIA,MS,2010-01-01,86.0618818,22.0347727
DHULIA(MS),January,2011,36705,433,3119,2647,DHULIA,MS,2011-01-01,86.0618818,22.0347727
DHULIA(MS),January,2012,32205,93,476,337,DHULIA,MS,2012-01-01,86.0618818,22.0347727
